"trial","condition","onset","RT","response","reversed","syllables","item","subjectID","subNum","run","instruction","construct","RT_original","responseNum","responseYN","valence"
8,4,49.699,0.134396025354679,"no",0,5,"interested in life","FP023","023","run1","change","well-being",1.945,0,"no","positive"
9,6,54.65,0.0624608935620041,"yes",0,4,"feel rejected","FP023","023","run1","change","ill-being",1.81,1,"yes","negative"
10,6,59.634,-0.444688255474678,"yes",1,2,"lonely","FP023","023","run1","change","social",1.09,0,"no","negative"
11,5,64.659,-0.468830560796278,"yes",0,3,"helped by friends","FP023","023","run1","change","social",1.064,1,"yes","positive"
12,6,69.98,0.424645493311706,"yes",0,5,"unable to cope","FP023","023","run1","change","ill-being",2.6,1,"yes","negative"
13,3,84.716,-0.349378075670353,"no",0,3,"overwhelmed","FP023","023","run1","self","ill-being",1.199,0,"no","negative"
14,3,89.699,-0.368747102239295,"no",0,3,"feel worthless","FP023","023","run1","self","ill-being",1.176,0,"no","negative"
15,1,94.797,-0.565457396485349,"yes",0,2,"joyful","FP023","023","run1","self","well-being",0.966,1,"yes","positive"
16,1,99.749,-0.0132633436707159,"yes",0,3,"like myself","FP023","023","run1","self","well-being",1.678,1,"yes","positive"
17,2,104.849,-0.269271214027268,"yes",0,3,"am cared for","FP023","023","run1","self","social",1.299,1,"yes","positive"
18,3,110.015,-0.55106865903325,"no",0,2,"nervous","FP023","023","run1","self","ill-being",0.98,0,"no","negative"
19,6,124.715,0.0569207131863888,"no",0,2,"anxious","FP023","023","run1","change","ill-being",1.8,0,"no","negative"
20,4,129.656,0.152230892990714,"yes",0,2,"hopeful","FP023","023","run1","change","well-being",1.98,1,"yes","positive"
21,5,134.598,0.124060016024017,"yes",0,3,"have good friends","FP023","023","run1","change","social",1.925,1,"yes","positive"
22,5,139.697,-0.210232779124264,"yes",1,4,"isolated","FP023","023","run1","change","social",1.378,0,"no","negative"
23,4,144.649,-0.332835101216596,"yes",0,3,"achieve goals","FP023","023","run1","change","well-being",1.219,1,"yes","positive"
24,6,149.632,0.325674775752651,"yes",0,3,"feel useless","FP023","023","run1","change","ill-being",2.355,1,"yes","negative"
25,2,164.331,-0.514008834649307,"yes",0,2,"trusted","FP023","023","run1","self","social",1.017,1,"yes","positive"
26,1,169.348,-0.0715441708168552,"yes",0,6,"live a purposeful life","FP023","023","run1","self","well-being",1.583,1,"yes","positive"
27,1,174.672,-0.618604866023737,"yes",0,1,"proud","FP023","023","run1","self","well-being",0.916,1,"yes","positive"
28,3,179.993,-0.656429174691076,"no",0,1,"sad","FP023","023","run1","self","ill-being",0.882,0,"no","negative"
29,2,184.979,-0.522897782066553,"no",0,2,"angry","FP023","023","run1","self","ill-being",1.008,0,"no","negative"
30,2,189.931,-0.431020616746014,"yes",0,5,"comfortable with friends","FP023","023","run1","self","social",1.105,1,"yes","positive"
31,5,204.593,0.348760795786833,"yes",0,7,"have trusting relationships","FP023","023","run1","change","social",2.41,1,"yes","positive"
32,5,209.547,0.166273250113752,"yes",0,6,"belong in social group","FP023","023","run1","change","social",2.008,1,"yes","positive"
33,6,214.567,0.811476521874977,"no",0,5,"feel unimportant","FP023","023","run1","change","ill-being",3.828,0,"no","negative"
34,5,219.515,-0.915058924548355,"yes",0,1,"loved","FP023","023","run1","change","social",0.681,1,"yes","positive"
35,4,224.691,-0.580056195906502,"yes",0,5,"satisfied with life","FP023","023","run1","change","well-being",0.952,1,"yes","positive"
36,4,229.678,-0.0186413070360322,"yes",0,6,"live a meaningful life","FP023","023","run1","change","well-being",1.669,1,"yes","positive"
1,3,5.061,-0.408648318991481,"no",0,4,"feel rejected","FP023","023","run2","self","ill-being",1.13,0,"no","negative"
2,3,10.086,-0.580056195906502,"no",1,2,"lonely","FP023","023","run2","self","social",0.952,1,"yes","negative"
3,2,15.072,-0.642915455524353,"yes",0,3,"helped by friends","FP023","023","run2","self","social",0.894,1,"yes","positive"
4,2,20.176,-0.260075746934168,"yes",0,3,"have good friends","FP023","023","run2","self","social",1.311,1,"yes","positive"
5,1,25.497,-0.557209927055332,"yes",0,2,"happy","FP023","023","run2","self","well-being",0.974,1,"yes","positive"
6,1,30.444,-0.45205477129144,"yes",0,5,"interested in life","FP023","023","run2","self","well-being",1.082,1,"yes","positive"
7,4,45.111,-0.18869569397988,"yes",0,4,"engaged in tasks","FP023","023","run2","change","well-being",1.408,1,"yes","positive"
8,4,50.131,-0.672429516037517,"yes",0,3,"positive","FP023","023","run2","change","well-being",0.868,1,"yes","positive"
9,6,55.077,-0.295003627993746,"no",0,2,"fearful","FP023","023","run2","change","ill-being",1.266,0,"no","negative"
10,6,60.406,0.283170546119668,"yes",0,1,"stressed","FP023","023","run2","change","ill-being",2.257,1,"yes","negative"
11,5,65.359,-0.139499767987067,"yes",0,6,"have warm relationships","FP023","023","run2","change","social",1.479,1,"yes","positive"
12,6,70.311,0.0918587645476693,"yes",0,3,"overwhelmed","FP023","023","run2","change","ill-being",1.864,1,"yes","negative"
13,3,85.006,-0.0964895001131458,"no",0,5,"unable to cope","FP023","023","run2","self","ill-being",1.544,0,"no","negative"
14,3,89.993,-0.384171572564927,"no",0,2,"anxious","FP023","023","run2","self","ill-being",1.158,0,"no","negative"
15,1,94.977,-0.23670491316624,"yes",0,2,"hopeful","FP023","023","run2","self","well-being",1.342,1,"yes","positive"
16,1,99.927,-0.259313261193833,"yes",0,3,"achieve goals","FP023","023","run2","self","well-being",1.312,1,"yes","positive"
17,2,104.91,0.130274432709129,"yes",1,4,"isolated","FP023","023","run2","self","social",1.937,0,"no","negative"
18,3,109.891,-0.109527494451276,"no",0,3,"feel useless","FP023","023","run2","self","ill-being",1.524,0,"no","negative"
19,6,124.593,0.316717582148634,"no",0,3,"feel worthless","FP023","023","run2","change","ill-being",2.334,0,"no","negative"
20,4,129.538,0.11571359302788,"yes",0,2,"joyful","FP023","023","run2","change","well-being",1.909,1,"yes","positive"
21,5,134.709,-0.142886157948585,"yes",0,4,"feel encouraged","FP023","023","run2","change","social",1.474,1,"yes","positive"
22,5,139.66,0.127172051730647,"yes",0,3,"am cared for","FP023","023","run2","change","social",1.931,1,"yes","positive"
23,4,144.676,-0.147646452554886,"yes",0,3,"like myself","FP023","023","run2","change","well-being",1.467,1,"yes","positive"
24,6,149.659,0.114665374902552,"yes",0,2,"nervous","FP023","023","run2","change","ill-being",1.907,1,"yes","negative"
25,2,164.329,-0.231502374490111,"yes",0,7,"have trusting relationships","FP023","023","run2","self","social",1.349,1,"yes","positive"
26,1,169.351,-0.695740594905964,"yes",0,5,"satisfied with life","FP023","023","run2","self","well-being",0.848,1,"yes","positive"
27,1,174.37,0.0235937090703218,"yes",0,6,"live a meaningful life","FP023","023","run2","self","well-being",1.741,1,"yes","positive"
28,3,179.474,0.252578866824996,"no",0,5,"feel unimportant","FP023","023","run2","self","ill-being",2.189,0,"no","negative"
29,2,184.794,0.4265667234896,"no",0,6,"belong in social group","FP023","023","run2","self","social",2.605,0,"no","positive"
30,2,189.775,0.205340718304662,"yes",0,1,"loved","FP023","023","run2","self","social",2.088,1,"yes","positive"
31,5,204.475,0.450088293484147,"no",0,2,"trusted","FP023","023","run2","change","social",2.667,0,"no","positive"
32,5,209.459,0.199577013587912,"no",0,2,"angry","FP023","023","run2","change","ill-being",2.076,0,"no","negative"
33,6,214.408,-0.178098632608015,"yes",0,1,"sad","FP023","023","run2","change","ill-being",1.423,1,"yes","negative"
34,5,219.358,-0.246439171984622,"yes",0,5,"comfortable with friends","FP023","023","run2","change","social",1.329,1,"yes","positive"
35,4,224.306,-0.00969403589559525,"no",0,6,"live a purposeful life","FP023","023","run2","change","well-being",1.684,0,"no","positive"
36,4,229.325,0.11414085351628,"yes",0,1,"proud","FP023","023","run2","change","well-being",1.906,1,"yes","positive"
1,3,5.055,0.00738026762625266,"no",0,3,"feel worthless","FP024","024","run1","self","ill-being",1.713,0,"no","negative"
2,3,10.038,-0.0398349552779192,"no",0,2,"fearful","FP024","024","run1","self","ill-being",1.634,0,"no","negative"
3,2,15.038,-0.142886157948585,"yes",0,5,"comfortable with friends","FP024","024","run1","self","social",1.474,1,"yes","positive"
4,2,20.024,-0.134105284237712,"yes",0,7,"have trusting relationships","FP024","024","run1","self","social",1.487,1,"yes","positive"
5,1,25.012,-0.413972200244231,"yes",0,2,"happy","FP024","024","run1","self","well-being",1.124,1,"yes","positive"
6,1,30.038,-0.594871281691643,"yes",0,2,"joyful","FP024","024","run1","self","well-being",0.938,1,"yes","positive"
7,4,44.742,0.455323907538092,"yes",0,4,"engaged in tasks","FP024","024","run1","change","well-being",2.681,1,"yes","positive"
8,4,49.687,0.622234522236449,"yes",0,6,"live a meaningful life","FP024","024","run1","change","well-being",3.168,1,"yes","positive"
9,6,54.866,0.924487945335655,"yes",0,3,"feel useless","FP024","024","run1","change","ill-being",4.286,1,"yes","negative"
10,6,59.821,0.244321939180424,"yes",0,3,"overwhelmed","FP024","024","run1","change","ill-being",2.171,1,"yes","negative"
11,5,64.77,0.200539940961305,"yes",0,1,"loved","FP024","024","run1","change","social",2.078,1,"yes","positive"
12,6,69.87,0.406403186543617,"yes",0,4,"feel rejected","FP024","024","run1","change","ill-being",2.553,1,"yes","negative"
13,3,84.57,-0.0085070921360666,"no",0,2,"nervous","FP024","024","run1","self","ill-being",1.686,0,"no","negative"
14,3,89.553,-0.329559095010695,"no",0,1,"sad","FP024","024","run1","self","ill-being",1.223,0,"no","negative"
15,1,94.537,-0.632898677280882,"yes",0,1,"proud","FP024","024","run1","self","well-being",0.903,1,"yes","positive"
16,1,99.553,-0.303730379131983,"yes",0,3,"like myself","FP024","024","run1","self","well-being",1.255,1,"yes","positive"
17,2,104.502,-0.430116048615587,"yes",0,3,"am cared for","FP024","024","run1","self","social",1.106,1,"yes","positive"
18,3,109.52,0.0832380215037622,"yes",0,1,"stressed","FP024","024","run1","self","ill-being",1.848,1,"yes","negative"
19,6,124.215,0.431162671832279,"yes",0,5,"unable to cope","FP024","024","run1","change","ill-being",2.617,1,"yes","negative"
20,4,129.169,0.658805067899346,"no",0,6,"live a purposeful life","FP024","024","run1","change","well-being",3.286,0,"no","positive"
21,5,134.152,0.506934197555622,"yes",0,6,"belong in social group","FP024","024","run1","change","social",2.823,1,"yes","positive"
22,5,139.102,0.599890790278947,"yes",0,6,"have warm relationships","FP024","024","run1","change","social",3.098,1,"yes","positive"
23,4,144.046,0.532809767071483,"no",0,5,"satisfied with life","FP024","024","run1","change","well-being",2.897,0,"no","positive"
24,6,149.151,0.387422782821098,"yes",0,5,"feel unimportant","FP024","024","run1","change","ill-being",2.505,1,"yes","negative"
25,2,163.82,-0.256269118812605,"yes",0,2,"trusted","FP024","024","run1","self","social",1.316,1,"yes","positive"
26,1,168.769,-0.330377090966327,"yes",0,5,"interested in life","FP024","024","run1","self","well-being",1.222,1,"yes","positive"
27,1,174.103,-0.431020616746014,"yes",0,3,"achieve goals","FP024","024","run1","self","well-being",1.105,1,"yes","positive"
28,3,179.053,-0.192253150595406,"no",0,2,"anxious","FP024","024","run1","self","ill-being",1.403,0,"no","negative"
29,2,184.002,0.185020715813704,"no",0,2,"angry","FP024","024","run1","self","ill-being",2.046,0,"no","negative"
30,2,189.029,-0.637338196226247,"yes",0,3,"have good friends","FP024","024","run1","self","social",0.899,1,"yes","positive"
31,5,203.769,0.145643587691192,"yes",0,3,"helped by friends","FP024","024","run1","change","social",1.967,1,"yes","positive"
32,5,208.793,0.591137289742955,"yes",0,4,"feel encouraged","FP024","024","run1","change","social",3.071,1,"yes","positive"
33,6,213.897,0.738613654812325,"yes",1,2,"lonely","FP024","024","run1","change","social",3.559,0,"no","negative"
34,5,218.917,0.781512726453992,"yes",1,4,"isolated","FP024","024","run1","change","social",3.715,0,"no","negative"
35,4,224.087,0.221021723866815,"no",0,3,"positive","FP024","024","run1","change","well-being",2.121,0,"no","positive"
36,4,229.069,0.143607963578594,"no",0,2,"hopeful","FP024","024","run1","change","well-being",1.963,0,"no","positive"
1,3,5.053,-0.171793883177276,"no",0,3,"feel useless","FP024","024","run2","self","ill-being",1.432,0,"no","negative"
2,3,10.033,-0.0484398024714375,"no",0,3,"overwhelmed","FP024","024","run2","self","ill-being",1.62,0,"no","negative"
3,2,15.136,-0.558237148511862,"yes",0,1,"loved","FP024","024","run2","self","social",0.973,1,"yes","positive"
4,2,20.307,0.159276719823916,"no",0,6,"belong in social group","FP024","024","run2","self","social",1.994,0,"no","positive"
5,1,25.293,-0.297376108347376,"yes",0,4,"engaged in tasks","FP024","024","run2","self","well-being",1.263,1,"yes","positive"
6,1,30.281,-0.0533903076312937,"yes",0,6,"live a meaningful life","FP024","024","run2","self","well-being",1.612,1,"yes","positive"
7,4,44.952,0.423490980964881,"yes",0,2,"happy","FP024","024","run2","change","well-being",2.597,1,"yes","positive"
8,4,49.895,0.215821995772245,"yes",0,2,"joyful","FP024","024","run2","change","well-being",2.11,1,"yes","positive"
9,6,54.849,0.0940023880909207,"yes",0,3,"feel worthless","FP024","024","run2","change","ill-being",1.868,1,"yes","negative"
10,6,59.835,0.126654051201064,"yes",0,2,"fearful","FP024","024","run2","change","ill-being",1.93,1,"yes","negative"
11,5,64.868,0.732130193059667,"yes",0,5,"comfortable with friends","FP024","024","run2","change","social",3.536,1,"yes","positive"
12,6,69.968,0.372542154327411,"yes",0,2,"nervous","FP024","024","run2","change","ill-being",2.468,1,"yes","negative"
13,3,84.635,0.0172554567939573,"no",0,4,"feel rejected","FP024","024","run2","self","ill-being",1.73,0,"no","negative"
14,3,89.734,-0.162064827979157,"no",0,5,"unable to cope","FP024","024","run2","self","ill-being",1.446,0,"no","negative"
15,1,94.677,-0.572730155814429,"yes",0,6,"live a purposeful life","FP024","024","run2","self","well-being",0.959,1,"yes","positive"
16,1,99.698,-0.333655782428025,"yes",0,5,"satisfied with life","FP024","024","run2","self","well-being",1.218,1,"yes","positive"
17,2,105.035,-0.154486424502662,"yes",0,6,"have warm relationships","FP024","024","run2","self","social",1.457,1,"yes","positive"
18,3,110.018,-0.120745032071372,"no",0,5,"feel unimportant","FP024","024","run2","self","ill-being",1.507,0,"no","negative"
19,6,124.749,0.320992919999036,"no",0,1,"sad","FP024","024","run2","change","ill-being",2.344,0,"no","negative"
20,4,129.701,0.299866891796778,"yes",0,1,"proud","FP024","024","run2","change","well-being",2.295,1,"yes","positive"
21,5,134.69,0.916288297660923,"no",0,7,"have trusting relationships","FP024","024","run2","change","social",4.251,0,"no","positive"
22,5,139.676,0.418472634204625,"yes",0,3,"am cared for","FP024","024","run2","change","social",2.584,1,"yes","positive"
23,4,144.663,0.50338557779199,"yes",0,3,"like myself","FP024","024","run2","change","well-being",2.813,1,"yes","positive"
24,6,149.684,0.0120395655136721,"yes",0,1,"stressed","FP024","024","run2","change","ill-being",1.721,1,"yes","negative"
25,2,164.35,-0.0971373783347065,"yes",0,3,"helped by friends","FP024","024","run2","self","social",1.543,1,"yes","positive"
26,1,169.364,-0.321415727533523,"yes",0,3,"positive","FP024","024","run2","self","well-being",1.233,1,"yes","positive"
27,1,174.351,-0.840112202083352,"yes",0,2,"hopeful","FP024","024","run2","self","well-being",0.734,1,"yes","positive"
28,3,179.366,-0.469770852355919,"no",1,2,"lonely","FP024","024","run2","self","social",1.063,1,"yes","negative"
29,2,184.692,-0.367897123437591,"yes",0,4,"feel encouraged","FP024","024","run2","self","social",1.177,1,"yes","positive"
30,2,190.012,-0.302933883669723,"no",1,4,"isolated","FP024","024","run2","self","social",1.256,1,"yes","negative"
31,5,204.684,-0.0906774075491803,"no",0,2,"trusted","FP024","024","run2","change","social",1.553,0,"no","positive"
32,5,209.627,-0.00613742278074814,"yes",0,2,"angry","FP024","024","run2","change","ill-being",1.69,1,"yes","negative"
33,6,214.614,0.292870798547817,"yes",0,2,"anxious","FP024","024","run2","change","ill-being",2.279,1,"yes","negative"
34,5,219.716,0.254404517720021,"no",0,3,"have good friends","FP024","024","run2","change","social",2.193,0,"no","positive"
35,4,224.666,0.339171395640963,"no",0,5,"interested in life","FP024","024","run2","change","well-being",2.387,0,"no","positive"
36,4,229.649,0.491584975986815,"yes",0,3,"achieve goals","FP024","024","run2","change","well-being",2.78,1,"yes","positive"
1,3,5.07,-0.259313261193833,"yes",0,1,"stressed","FP025","025","run1","self","ill-being",1.312,1,"yes","negative"
2,3,10.056,-0.384171572564927,"no",1,2,"lonely","FP025","025","run1","self","social",1.158,1,"yes","negative"
3,2,15.009,0.369701819693188,"no",0,4,"feel encouraged","FP025","025","run1","self","social",2.461,0,"no","positive"
4,2,20.342,-0.605589497911667,"yes",0,1,"loved","FP025","025","run1","self","social",0.928,1,"yes","positive"
5,1,25.292,-0.444688255474678,"yes",0,2,"happy","FP025","025","run1","self","well-being",1.09,1,"yes","positive"
6,1,30.287,-0.49260723959864,"yes",0,5,"satisfied with life","FP025","025","run1","self","well-being",1.039,1,"yes","positive"
7,4,44.959,0.282284021238911,"yes",0,3,"achieve goals","FP025","025","run1","change","well-being",2.255,1,"yes","positive"
8,4,49.901,0.412650766412016,"yes",0,6,"live a meaningful life","FP025","025","run1","change","well-being",2.569,1,"yes","positive"
9,6,55.005,0.348345771917004,"yes",0,2,"nervous","FP025","025","run1","change","ill-being",2.409,1,"yes","negative"
10,6,60.342,0.00738026762625266,"yes",0,2,"anxious","FP025","025","run1","change","ill-being",1.713,1,"yes","negative"
11,5,65.375,0.596333793804292,"yes",0,7,"have trusting relationships","FP025","025","run1","change","social",3.087,1,"yes","positive"
12,6,70.391,0.282284021238911,"yes",0,3,"overwhelmed","FP025","025","run1","change","ill-being",2.255,1,"yes","negative"
13,3,85.291,-0.0540108475208929,"no",0,3,"feel useless","FP025","025","run1","self","ill-being",1.611,0,"no","negative"
14,3,90.274,-0.332015092970565,"no",0,4,"feel rejected","FP025","025","run1","self","ill-being",1.22,0,"no","negative"
15,1,95.258,0.22993987731803,"yes",0,3,"like myself","FP025","025","run1","self","well-being",2.14,1,"yes","positive"
16,1,100.203,0.229472478384538,"yes",0,6,"live a purposeful life","FP025","025","run1","self","well-being",2.139,1,"yes","positive"
17,2,105.19,-0.0759759602800428,"yes",0,2,"trusted","FP025","025","run1","self","social",1.576,1,"yes","positive"
18,3,110.291,0.339171395640963,"no",0,2,"fearful","FP025","025","run1","self","ill-being",2.387,0,"no","negative"
19,6,124.955,0.206776468730766,"yes",0,3,"feel worthless","FP025","025","run1","change","ill-being",2.091,1,"yes","negative"
20,4,129.941,-0.159992288377185,"no",0,2,"joyful","FP025","025","run1","change","well-being",1.449,0,"no","positive"
21,5,134.891,-0.269271214027268,"yes",0,6,"have warm relationships","FP025","025","run1","change","social",1.299,1,"yes","positive"
22,5,140.215,0.133367218679573,"no",0,3,"have good friends","FP025","025","run1","change","social",1.943,0,"no","positive"
23,4,145.169,-0.213867824929896,"yes",0,5,"interested in life","FP025","025","run1","change","well-being",1.373,1,"yes","positive"
24,6,150.123,0.236924771839981,"yes",0,1,"sad","FP025","025","run1","change","ill-being",2.155,1,"yes","negative"
25,2,164.79,0.13798853627517,"yes",0,3,"helped by friends","FP025","025","run1","self","social",1.952,1,"yes","positive"
26,1,169.887,-0.316561349068725,"no",0,3,"positive","FP025","025","run1","self","well-being",1.239,0,"no","positive"
27,1,174.873,-0.420219431628667,"yes",0,4,"engaged in tasks","FP025","025","run1","self","well-being",1.117,1,"yes","positive"
28,3,180.044,0.69349754225794,"no",0,5,"feel unimportant","FP025","025","run1","self","ill-being",3.402,0,"no","negative"
29,2,185.141,-0.122073053514891,"yes",0,2,"angry","FP025","025","run1","self","ill-being",1.505,1,"yes","negative"
30,2,190.123,-0.326293785986956,"yes",0,3,"am cared for","FP025","025","run1","self","social",1.227,1,"yes","positive"
31,5,204.857,0.0945375767576955,"yes",1,4,"isolated","FP025","025","run1","change","social",1.869,0,"no","negative"
32,5,209.882,0.456442267393705,"yes",0,6,"belong in social group","FP025","025","run1","change","social",2.684,1,"yes","positive"
33,6,214.837,0.0530242429072655,"no",0,5,"unable to cope","FP025","025","run1","change","ill-being",1.793,0,"no","negative"
34,5,219.873,-0.486849066298956,"yes",0,5,"comfortable with friends","FP025","025","run1","change","social",1.045,1,"yes","positive"
35,4,224.857,0.0734500151375993,"yes",0,1,"proud","FP025","025","run1","change","well-being",1.83,1,"yes","positive"
36,4,229.84,0.553985421702342,"yes",0,2,"hopeful","FP025","025","run1","change","well-being",2.959,1,"yes","positive"
1,3,5.054,-0.320605026232534,"yes",0,2,"nervous","FP025","025","run2","self","ill-being",1.234,1,"yes","negative"
2,3,10.004,-0.371301382044392,"yes",0,2,"anxious","FP025","025","run2","self","ill-being",1.173,1,"yes","negative"
3,2,14.993,-0.0509119916168266,"yes",0,7,"have trusting relationships","FP025","025","run2","self","social",1.616,1,"yes","positive"
4,2,20.096,0.0530242429072655,"yes",0,6,"have warm relationships","FP025","025","run2","self","social",1.793,1,"yes","positive"
5,1,25.116,0.237852415691289,"yes",0,3,"achieve goals","FP025","025","run2","self","well-being",2.157,1,"yes","positive"
6,1,30.071,-0.116110796700473,"yes",0,6,"live a meaningful life","FP025","025","run2","self","well-being",1.514,1,"yes","positive"
7,4,44.771,0.685233032408046,"yes",0,2,"happy","FP025","025","run2","change","well-being",3.374,1,"yes","positive"
8,4,49.754,0.370514167422671,"yes",0,5,"satisfied with life","FP025","025","run2","change","well-being",2.463,1,"yes","positive"
9,6,54.704,0.293747991586521,"yes",0,1,"stressed","FP025","025","run2","change","ill-being",2.281,1,"yes","negative"
10,6,59.653,0.0635652559050573,"yes",1,2,"lonely","FP025","025","run2","change","social",1.812,0,"no","negative"
11,5,64.637,-0.392844653818356,"yes",0,4,"feel encouraged","FP025","025","run2","change","social",1.148,1,"yes","positive"
12,6,69.582,0.183553364119755,"yes",0,3,"feel useless","FP025","025","run2","change","ill-being",2.043,1,"yes","negative"
13,3,84.253,0.255771571931554,"yes",0,3,"overwhelmed","FP025","025","run2","self","ill-being",2.196,1,"yes","negative"
14,3,89.203,-0.14017612918972,"no",0,3,"feel worthless","FP025","025","run2","self","ill-being",1.478,0,"no","negative"
15,1,94.22,0.111514111790562,"yes",0,2,"joyful","FP025","025","run2","self","well-being",1.901,1,"yes","positive"
16,1,99.319,-0.320605026232534,"yes",0,5,"interested in life","FP025","025","run2","self","well-being",1.234,1,"yes","positive"
17,2,104.27,0.17173638761497,"yes",0,3,"have good friends","FP025","025","run2","self","social",2.019,1,"yes","positive"
18,3,109.594,0.23134076477571,"yes",0,1,"sad","FP025","025","run2","self","ill-being",2.143,1,"yes","negative"
19,6,124.486,-0.169701102504146,"yes",0,4,"feel rejected","FP025","025","run2","change","ill-being",1.435,1,"yes","negative"
20,4,129.47,NA,NA,0,3,"like myself","FP025","025","run2","change","well-being",NA,NA,NA,"positive"
21,5,134.413,-0.0435136841353818,"yes",0,1,"loved","FP025","025","run2","change","social",1.628,1,"yes","positive"
22,5,139.399,0.434595824164874,"yes",0,2,"trusted","FP025","025","run2","change","social",2.626,1,"yes","positive"
23,4,144.503,0.272927748931279,"yes",0,6,"live a purposeful life","FP025","025","run2","change","well-being",2.234,1,"yes","positive"
24,6,149.453,-0.32547912199078,"yes",0,2,"fearful","FP025","025","run2","change","ill-being",1.228,1,"yes","negative"
25,2,164.351,-0.0546317727193585,"no",1,4,"isolated","FP025","025","run2","self","social",1.61,1,"yes","negative"
26,1,169.368,-0.187985718799187,"no",0,1,"proud","FP025","025","run2","self","well-being",1.409,0,"no","positive"
27,1,174.385,-0.468830560796278,"yes",0,2,"hopeful","FP025","025","run2","self","well-being",1.064,1,"yes","positive"
28,3,179.335,-0.121408822338028,"no",0,5,"unable to cope","FP025","025","run2","self","ill-being",1.506,0,"no","negative"
29,2,184.665,0.1088804521171,"no",0,6,"belong in social group","FP025","025","run2","self","social",1.896,0,"no","positive"
30,2,189.652,-0.420219431628667,"yes",0,5,"comfortable with friends","FP025","025","run2","self","social",1.117,1,"yes","positive"
31,5,204.469,0.670302925277471,"yes",0,3,"helped by friends","FP025","025","run2","change","social",3.324,1,"yes","positive"
32,5,209.45,0.282284021238911,"yes",0,2,"angry","FP025","025","run2","change","ill-being",2.255,1,"yes","negative"
33,6,214.468,0.172726486705754,"no",0,5,"feel unimportant","FP025","025","run2","change","ill-being",2.021,0,"no","negative"
34,5,219.451,0.181102983084803,"yes",0,3,"am cared for","FP025","025","run2","change","social",2.038,1,"yes","positive"
35,4,224.393,0.647173470583701,"yes",0,3,"positive","FP025","025","run2","change","well-being",3.248,1,"yes","positive"
36,4,229.381,0.00445714365064787,"no",0,4,"engaged in tasks","FP025","025","run2","change","well-being",1.708,0,"no","positive"
1,3,5.084,-0.264662910941074,"no",0,2,"fearful","FP026","026","run1","self","ill-being",1.305,0,"no","negative"
2,3,10.09,-0.191540646112111,"yes",1,2,"lonely","FP026","026","run1","self","social",1.404,0,"no","negative"
3,2,15.096,-0.448364730203986,"no",0,2,"angry","FP026","026","run1","self","ill-being",1.086,0,"no","negative"
4,2,20.101,-0.361967415253916,"yes",0,3,"am cared for","FP026","026","run1","self","social",1.184,1,"yes","positive"
5,1,25.207,-0.564422735244573,"yes",0,2,"happy","FP026","026","run1","self","well-being",0.967,1,"yes","positive"
6,1,30.179,-0.327109114201711,"yes",0,6,"live a meaningful life","FP026","026","run1","self","well-being",1.226,1,"yes","positive"
7,4,44.896,-0.102987248770666,"yes",0,4,"engaged in tasks","FP026","026","run1","change","well-being",1.534,1,"yes","positive"
8,4,49.868,-0.0552530837054841,"yes",0,5,"satisfied with life","FP026","026","run1","change","well-being",1.609,1,"yes","positive"
9,6,54.908,0.0886346886759166,"yes",0,3,"overwhelmed","FP026","026","run1","change","ill-being",1.858,1,"yes","negative"
10,6,59.947,-0.0740742164422252,"yes",0,1,"stressed","FP026","026","run1","change","ill-being",1.579,1,"yes","negative"
11,5,64.919,0.0293211015879845,"yes",0,4,"feel encouraged","FP026","026","run1","change","social",1.751,1,"yes","positive"
12,6,69.925,0.109407739237147,"yes",0,5,"feel unimportant","FP026","026","run1","change","ill-being",1.897,1,"yes","negative"
13,3,84.625,-0.190828648930021,"no",0,5,"unable to cope","FP026","026","run1","self","ill-being",1.405,0,"no","negative"
14,3,89.614,-0.229280974094958,"no",0,1,"sad","FP026","026","run1","self","ill-being",1.352,0,"no","negative"
15,1,94.619,-0.301342793437481,"yes",0,5,"interested in life","FP026","026","run1","self","well-being",1.258,1,"yes","positive"
16,1,99.658,-0.393716113568497,"yes",0,3,"like myself","FP026","026","run1","self","well-being",1.147,1,"yes","positive"
17,2,104.998,-0.112155616857545,"yes",0,3,"helped by friends","FP026","026","run1","self","social",1.52,1,"yes","positive"
18,3,110.337,-0.0577421951337511,"no",0,3,"feel worthless","FP026","026","run1","self","ill-being",1.605,0,"no","negative"
19,6,125.388,0.0972092321005003,"no",0,2,"nervous","FP026","026","run1","change","ill-being",1.874,0,"no","negative"
20,4,130.427,0.114665374902552,"yes",0,6,"live a purposeful life","FP026","026","run1","change","well-being",1.907,1,"yes","positive"
21,5,135.532,0.318002103840991,"no",0,6,"belong in social group","FP026","026","run1","change","social",2.337,0,"no","positive"
22,5,140.571,0.232739692492776,"yes",1,4,"isolated","FP026","026","run1","change","social",2.146,0,"no","negative"
23,4,145.577,0.0940023880909207,"yes",0,3,"achieve goals","FP026","026","run1","change","well-being",1.868,1,"yes","positive"
24,6,150.566,0.1088804521171,"yes",0,2,"anxious","FP026","026","run1","change","ill-being",1.896,1,"yes","negative"
25,2,165.333,-0.347711408617884,"yes",0,3,"have good friends","FP026","026","run1","self","social",1.201,1,"yes","positive"
26,1,170.289,-0.456686553541479,"yes",0,1,"proud","FP026","026","run1","self","well-being",1.077,1,"yes","positive"
27,1,175.294,-0.4773251847877,"yes",0,3,"positive","FP026","026","run1","self","well-being",1.055,1,"yes","positive"
